text,annotation
በሕወሓትና ኢህአዴግ ክፍፍል ወቅት የቤተ መንግስቱን ቡድን ተቃውመው ራሳቸውን ማግለላቸውን የሚነገርላቸው አቶ ዓለምሰገድ ይህን የገለጹት ሰኔ 19 ቀን 1996 ዓ. ም ለንባብ ከበቃው& laquo; ሕዝባዊ& raquo; ጋዜጣ ጋር ባደረጉት ቃለ ምልልስ ነው።,"[('አቶ', 'TTL'), ('ዓለምሰገድ', 'PER'), ('ሰኔ 19 ቀን 1996 ዓ. ም', 'TIME')]"
ሕገ መንግሥቱ ለአንድ ሰው ማለትም ለጠቅላይ ሚኒስትሩ ከሚገባ በላይ ሥልጣን መስጠቱ ለአገራችን ዲሞክራሲአይዊ ግንባታ ከፍተና አደጋየሚያተላ ብቻ ሳይሆን በአሁኑ ወቅት እየተፈጠረ ላለው የዴሞክራሲ ቅልበሳ ደጋ የራሱ አስተዋጽኦ ያለው መስሎ የሚታያቸው መሆኑንም አቶ ዓለም ሰገድ አስረድተዋል። በትግል ወቅት& laquo; ገብናን& raquo; የሚል የቅጽል ስም የነበራቸው አቶ አለምሰገድ ሕገ መንግሥቱ ፍትሐዊ የሆነ የገቢ ክፍፍል ያለማስቀመጡንም ተቁመዋል።& laquo; በሥልጣን ክፍፍል ውስጥ የገቢ ክፍፍልን የሚመለከተው አንዱ ነው። ገቢዎች እንዴት መከፋፈል እንዳለባቸው ሕገ መንግሥቱ ያስቀመጠው ነገር አለ። ከዚህ አንጻር በወሳኝነት እስከ ሰባ እና ሰማንያ በመቶ የገሪቱ ገቢ በፌዴራል መንግሥት እጅ ሆኖ ክልሎች በማዕከላዊ መንግሥቱ የፋይናንስ ጥገና እንዲሆኑ የሚያደርግ ዓይነት ነው። ስለዚህ ህገ መግንሥቱ ፍትሐዊ የሆነ የገቢ ክፍፍልን አላስቀመጠም& raquo; በማለት አቶ ዓለምሰገድ የህገ መንግሥቱን ደካማ ጐን አሳውቀዋል።,"[('አቶ', 'TTL'), ('ዓለም ሰገድ', 'PER'), ('አቶ', 'TTL'), ('አለምሰገድ', 'PER'), ('አቶ', 'TTL'), ('ዓለምሰገድ', 'PER')]"
& laquo; የሕገ መንግሥቱ አወጣጥ ሂደት ከሽግግር መድረኩ አካሄድ ጥንካሬና ድክመቱ ግር ተያያዥነት እንደነበረውም እረዳለሁ። የሽግግር መድረኩ ጠንካራ ጐኖች የነበሩትን ያህል ድክመቶችም ነበሩት& raquo; የሚሉት አቶ ዓለምሰገድ ከእነዚህም አንደኛው በኢትዮጵያ ፖለቲካ መድረክ ረጅም ዕድሜ ያስቆጠሩ፣ በአንጻራዊነት የተሻለ ብቃት የነበራቸው እንደ እነ ኢሕአፓና መኢሶን ያሉ ድርጅቶች በሽግግሩ መድረክ እንዲሳተፉ ያለመደረጋቸው መሆኑን ገልጸዋል።,"[('አቶ', 'TTL'), ('ዓለምሰገድ', 'PER'), ('ኢሕአፓና', 'ORG'), ('መኢሶን', 'ORG')]"
ኢሕአፓና መኢሶን በሽግግሩ መድረክ እንዲሳተፉ ጥረት ካለመደረጉም በላይ& laquo; ጦርነት አቁመናል& raquo; ካላላችሁ ምንም ድርድር አናደርግም በሚል ሁለቱን ድርጅቶች የሚያግድ አቋም መያዙን አቶ ዓለም ሰገድ ገልጸው ያለምንም ቅድመ ሁኔታ ድርድርና ውይይት መካሄድ ነበረበት ብለዋል። ሕወሓት ከደርግና ከኢሠፓ ጋር ሽግግር ማድረግ ይቻላል ማለቱን አቶ ዓለም ሰገድ አስታውሰው& laquo; ኢሕአፓና መኢሶንን ወደ ሽግግሩ እንዲገቡ የሚያደርግ ጥረት አለማድረጉ አንዱ ድክመት የነበረ ይመስለኛል& raquo; በማለት አብራርተዋል።,"[('ኢሕአፓና', 'ORG'), ('መኢሶን', 'ORG'), ('አቶ', 'TTL'), ('ዓለም ሰገድ', 'PER'), ('ሕወሓት', 'ORG'), ('ከደርግና', 'ORG'), ('ከኢሠፓ', 'ORG'), ('አቶ', 'TTL'), ('ዓለም ሰገድ', 'PER'), ('ኢሕአፓና', 'ORG'), ('መኢሶንን', 'ORG')]"
ኦነግ ወደ ሽግግሩ መድረክ ከገባ በኋላ ፍፁም ተቀባይነት በሌለው ምክንያት ከሽግግሩ መንግሥት ወጥቶ ወደ ጦርነትና ወደ ግጭት ማምራቱን አቶ ዓለም ሰገድ አምልክተው& laquo; እነዚህ በአቋማቸው በአንጻራዊነት የተሻለ ብስለት የነበራቸው ድርጅቶች ከሽግግሩ መድረክ መገለላቸው በህገ መንግሥቱ ይዘት ላይ ሲካሄድ የንበሩ ውይይቶችና ክርክሮች የተሻለ ብስለት እንዳይኖረአቸው፣ ሃሳኦች ይበልጥ በሚወክላዋቸው ድርጅቶች በኩል በሳል ውይይቶችና ፉክክሮች እንዳይደረጉባቸው የራሱ ውስንነት ነበረው። ይኼም ለሂደቱ የተሟላ ስከት የራሱ አሉታዊ ጥላ ያጠላበት እንደነበር አያለሁ& raquo; በማለት የሽግግሩን መንግሥት ድክመት ጠቁመዋል።,"[('ኦነግ', 'ORG'), ('አቶ', 'TTL'), ('ዓለም ሰገድ', 'PER')]"
እንደ አቶ ዓለም ሰገድ አገላለጽ በትግርኛ ቋንቋ& laquo; ገብናን& raquo; ማለት& laquo; ትልቅ ራስ ያለው፣ ትልቅ ጭንቃላት ያለው& raquo; ማለት ነው።,"[('አቶ', 'TTL'), ('ዓለም ሰገድ', 'PER')]"
የዓለም የሥራ ድርጅት በኢትዮጵያ በነፃ የመደራጀት መብት ይከበር አለ,"[('የዓለም የሥራ ድርጅት', 'ORG')]"
የዓለም ሥራ ድርጅት አመራር አካል ባለፈው ህዳር 12 ቀን 1993 ጄኔቫ ላይ ባደረገው ስብሰባ በኢትዮጵያና በጓቴማላ ነፃ የመደራጀት መብት እንዲከበርና በሠራተኛ መሪዎች ላይ የሚካሄደው አፈና፣ እስር፣ ማዋከብ፣ ከሥራ ማባረርና ግድያ እንዲቆም የተገደሉትም ጉዳይ ተጣርቶ ለፍርድ እንዲቀርቡ ጠይቋል።,"[('የዓለም ሥራ ድርጅት', 'ORG'), ('ባለፈው ህዳር 12 ቀን 1993', 'TIME'), ('ጄኔቫ', 'LOC')]"
አመራር አካሉ የኢትዮጵያን ሁኔታ በተመለከተ ትምህርት ዓለም አቀፍ እና የኢትዮጵያ መምህራን ማህበር በነፃ በመደራጀት እንቅስቃሴ ውስጥ የመንግሥትን ጣልቃ ገብነት አስመልክቶ ያቀረቡትን ሪፖርት አጢኖ የታሰሩት የኢትዮጵያን መምህራን ማኅበር አባሎች እንዲፈቱና የቀረበባቸውም ክስ እንዲነሳ ጠይቋል።,"[('የኢትዮጵያ መምህራን ማህበር', 'ORG'), ('የኢትዮጵያን መምህራን ማኅበር', 'ORG')]"
በኢትዮጵያ ውስጥ በነፃ በመደራጀት በኩል ያለውን ችግር ለብዙ ጊዜ መከታተሉ የአመራር አካሉ አስመልክቶ የአሰፋ ማሩ ግድያ ተጣርቶ ገዳዮቹ ለፍርድ እንዲቀርቡ ለመንግሥት ያቀረበው ጥያቄ ተቀባይነት ማጣቱን አመልክቷል። በዚህ ስብሰባ መጨረሻ ባወጣው መግለጫም ይህንኑ ጥያቄ እንደገና አንስቷል።,"[('የአሰፋ ማሩ', 'PER')]"
አንዳንድ ያልተረጋገጡ ምንጮች እንደሚሉት በአሜሪካ አገናኝነትና በሳዑዲ ዓረቢያ አመቻችትነት ጠቅላይ ሚኒስትር መለስ ዜናዊና ፕሬዝዳንት ኢሳያስ ሳዑዲ ዓረቢያ ጂዳ ላይ ተገናኝተዋል።,"[('ጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊና', 'PER'), ('ፕሬዝዳንት', 'TTL'), ('ኢሳያስ', 'PER'), ('ሳዑዲ ዓረቢያ ጂዳ', 'LOC')]"
ይህም ብቻ አይደለም፣ ካሊፎርኒያ ሳንፎርድ ዩኒቨርስቲ ውስጥ በአፍሪካ ቀንድ ሰላም ትብብርና ልማት ላይ ባለፈው ሚያዝያ 13 ቀን 1993 አንድ ውይይት ተደርጐ የተባበሩት መንግሥታት ድርጅት የኢትዮጵያና የኤርትራ አምባሳደሮች ከተናጋሪዎቹ መካከል ነበሩ። በዚሁ ስብሰባ ላይ ለወያኔና ለሻዕቢያ ወደስልጣን መውጣት ቁልፍ ሚና የነበራቸውና በ1983 ለንደን ላይ ህወሓትን፣ ሻዕቢያን፣ ኦነግንና የወቅቱን የኢትዮጵያ መንግሥት ሲያደራድሩ የነበሩት ኸርማን ኮህን ከኢኮኖሚ አንፃር ኤርትራ ያለኢትዮጵያ መኖር የማትችል መሆኗን የሚያመለክት ሃሳብ አንፀባርቀዋል።,"[('ሚያዝያ 13 ቀን 1993', 'TIME'), ('የተባበሩት መንግሥታት ድርጅት', 'ORG'), ('ለወያኔና', 'ORG'), ('ለሻዕቢያ', 'ORG'), ('በ1983', 'TIME'), ('ለንደን', 'LOC'), ('ህወሓትን', 'ORG'), ('ሻዕቢያን', 'ORG'), ('ኦነግንና', 'ORG'), ('ኸርማን ኮህን', 'PER')]"
"በ1992 በተካሄደው የምርጫ ውጤት መሠረት ተዋቅሯል ሲባል የነበረው የአዲስ አበባ ከተማ ምክር ቤት በጠቅላይ ሚኒስትር መለስ ዜናዊ ትዕዛዝ ፈርሶ ጊዜያዊ የሞግዚት አስተዳደር መመሥረቱን"" ዘ ሪፖርተር"" የተባለ የእንግሊዝ ጋዜጣ (ጥሀ ረፖርተር፣ ቮል፣ ኞ. 318፣ ወድነስዳይ፣ ኦችቶበር 9፣ 2002) በትናንትናው እትሙ ይፋ አደረገ።","[('በጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊ', 'PER'), ('ወድነስዳይ፣ ኦችቶበር 9፣ 2002', 'TIME'), ('በትናንትናው', 'TIME')]"
በጋዜው ዘገባ መሠረት የከተማው ጊዜያዊ የሞግዚት አስተዳደር የሕወሃት ማዕከላዊ ኮሚቴ የፖለቲካ ቢሮ አባል፣ የትግራይ ብሔራዊ ክልላዊ መንግሥት ምክትል ርዕስ መስተዳድርና ቀደም ሲልም ከሕወሃት የኢኮኖሚ ድርጅቶች አንዱ የሆነው የመስፍን ኢንዱስትሪያል ኢንጂነሪንግ ዋና ሥራ አስኪያጅ በነበሩት በአቶ አርከበ እቁባይ ይመራል።,"[('በአቶ', 'TTL'), ('አርከበ እቁባይ', 'PER')]"
እንደአንዳንድ ወገኖች ግምት ደግሞ አስተዳደሩን የሚመሩት ከኦህዴድ ሻምበል ሱልማን ደደፎ፣ ከብአዴን አቶ ሕላዊ ዮሴፍ፣ እና ከደቡብ አንድ ሰው ሆነው ነው ቢባልም ስብሳቢው የሕወሓቱ አርከበ እቁባይ ናቸው ከመባሉና፣ አዲስ አበባ አርከበ እቁባይ ናቸው ከመባሉና፣ አዲስ አበባ ከተማን በበላይነት የሚመራው የፌዴራል ጉዳዮች ሚኒስትር አባይ ፀሐዬ፣ ምክትላቸውም ዶ/ ር ገብረአብ በርናባስ መሆናቸው የአዲስ አበባ ከተማ አስተዳደር በሕወሓት ቀጥተኛ እጅ ውስጥ መግባቱን ያመለክታል የሚሉ አሉ። ባለፈው ሰሞን ከተካሄደው ከተማ አቀፍ ስብሰባ የሕዝቡ ስሜት በተቃውሞ የተሞላ በመሆኑ በሕወሓት ቀጥተኛ ቁጥጥር ሥር ማስገባት አስፈላጊ መሆኑን የሚገምቱም አሉ።,"[('ከኦህዴድ', 'ORG'), ('ሻምበል', 'TTL'), ('ሱልማን ደደፎ', 'PER'), ('ከብአዴን', 'ORG'), ('አቶ', 'TTL'), ('ሕላዊ ዮሴፍ', 'PER'), ('አርከበ እቁባይ', 'PER'), ('አርከበ እቁባይ', 'PER'), ('አባይ ፀሐዬ', 'PER'), ('ዶ/ ር', 'TTL'), ('ገብረአብ በርናባስ', 'PER')]"
"የአዲስ አበባ አስተዳደር መፍረስ በደርግ የመጀመሪያ አመታት የደርግ አባላት"" በለውጥ ሐዋርያነት"" እንደተመደቡ ሁሉ የሕወሓት አባላትም"" በተሀድሶ ሐዋርያነት"" እየተመደቡ መሆናቸውን ጠቋሚ ነው የሚሉም አሉ። መንግሥትና ወያኔ ራሳቸው በፈለፈሉት የጐሣ ፓርቲ ሥርዓት ምክንያት የክልሎች ሁኔታ አስተማማኝ ባለመሆኑ ይኸው የሞግዚት አስተዳደር በወያኔ/ ኢሕአዴግ አመራር አባላት በሁሉም ክልሎች እየተመሠረተ ነው የሚሉ ወገኖች በዚህ ዓይነት በጅማሬ ላይ አሉ የሚባሉት ዴሞክራሲያዊ ተቋማት በአስፈፃሚው ትዕዛዝ የሚበተኑ ከሆኑ የዴሞክራሲ ጅማሬዎች ተጨናግፈው ወደአንድ ፓርቲ አምባገነናዊ አገዛዝ እየተሸጋገርን መሆኑን ያመለክታል ሲሉ የፖለቲካ ታዛቢዎች ይተቻሉ። ተቃዋሚ የፖለቲካ ፓርቲዎች፣ ሲቪክ ማኅበራት፣ ነፃ ሕዝባዊ ማኅበራትና ነፃው ፕሬስ ይህን ኢ- ዴሞክራሲ አካሄድ እንዲቃወሙትና ለዓለም ሕዝብም እንዲያሳውቁ ጠይቀዋል።","[('መንግሥትና', 'ORG'), ('ወያኔ', 'ORG'), ('በወያኔ/ ኢሕአዴግ', 'ORG')]"
የኦህዴድ አመራር አባል የሆኑት አቶ አሊ አብዶ ወደ ኦሮሚያ ምክር ቤት ተዛውረው የክልሉ ንግድና ኢንዱስትሪ ቢሮ ኃላፊ ሆነው ተመድበዋል ተብሏል። ጠቅላይ ሚኒስትሩ ስለወሰዱት እርምጃ ባለፈው ሰኞ ለተከፈተው የሕዝብ ተወካዮች ምክር ቤት ምንም አለማለታቸውም አነጋጋሪ ሆኖ ሰንብቷል።,"[('የኦህዴድ', 'ORG'), ('አቶ', 'TTL'), ('አሊ አብዶ', 'PER')]"
"""ኢሕአዴግ በመገለባበጥ ስልት የሥልጣን ዘመኑን እንዳያራዝም ሕዝቡ መታገል አለበት"" የህዝብ ተወካዮች","[('ኢሕአዴግ', 'ORG')]"
""" ኢሕአዴግ ለራሱ በሚያመቸው መንገድ ሁኔታዎችን እያስተካከለ ባለበት በአሁኑ ወቅት የተቃዋሚ ድርጅቶችና የግል ተመራጮች ለሚቀጥለው ምርጫ ተዘጋጅተው በመወዳደር ማሸነፍ እንዳይችሉ በማድረግ በተለመደው የመገለባበጥ ስልቱ የሥልጣን ዘመኑን እንዳያራዝም ሕዝቡ ጠንቅቆ ማወቅና መታገል አለበት"" ተባለ።","[('ኢሕአዴግ', 'ORG')]"
ይህንን የገለጡት የመላ ኢትዮጵያ አንድነት ድርጅትን ወክለው የህዝብ ተወካዮች ምክር ቤት አባል የሆኑት የተከበሩ ሻለቃ አድማሱ መላኩና የግል ተመራጭ የሆኑት የተከበሩ አቶ ደረጀ በቀለ ናቸው። የሕዝብ ተመራጮቹ ከፓርላማው የዓመት ቆይታ እንቅስቃሴ በመነሳት እንደተናገሩት በአብዛኛው በኢህአዴግ አባል ድርጅቶች ተወካዮች በተሞላው ፓርላማ ሕዝብ ሲጠብቃቸው የነበሩ በርካታ ተግባራት ሳይከናወኑ ቀርተዋል። የአባላቱ የዕረፍት ጊዜ አስቸኳይ ስብሰባዎች ይካሄዳሉ በሚል ሰበብ ቢታገድም በተባለው ጊዜ ይከናወናል የተባለው ስብሰባ ሳይጠራ ሁለት ወራት አልፈዋል። ከሁለቱ የሕዝብ ተወካዮች ጋር ያደረግነው ቃለመጠይቅ እንደሚከተለው አቅርበነዋል።,"[('የመላ ኢትዮጵያ አንድነት ድርጅትን', 'ORG'), ('ሻለቃ', 'TTL'), ('አድማሱ መላኩና', 'PER'), ('አቶ', 'TTL'), ('ደረጀ በቀለ', 'PER'), ('በኢህአዴግ', 'ORG')]"
በቅድሚያም የመላ ኢትዮጵያ አንድነት ድርጅት/ መኢአድን/ ወክለው የህዝብ ተወካዮች ምክር ቤት አባል የሆኑት የተከበሩ ሻለቃ አድማሱ መላኩ የሰጡን አስተያየት እነሆ!,"[('የመላ ኢትዮጵያ አንድነት ድርጅት/ መኢአድን', 'ORG'), ('ሻለቃ', 'TTL'), ('አድማሱ መላኩ', 'PER')]"
የኢህአዴግ መንግሥት በእርዳታና በብድር የሚያገኘውን ገንዘብ የት እንዳደረሰው ለመጠየቅ የሚችሉበት ሁኔታ የሚመቻችበት መንገድ እንዲፈጠር ትግል ማድረግ እንዳለበት ገልጠዋል።,"[('የኢህአዴግ', 'ORG')]"
አሁን እንደሚታየው ኢሕአዴግ በቀሪዎቹ ሁለት ዓመታት ውስጥ ሠራተኞችን፣ ነጋዴዎችን፣ እየሰበሰበ መሆኑ፣ በቀበሌ ደረጃ ስናይ ደግሞ በተለመደው ስልት ብትመርጡን ይሄንን እናደርጋለን በሚል ማሞኛ ለመጠቀም መታወቂያ ለመስጠት ዝግጅት መጀመሩን አመልክተዋል። ሌላውና አዲሱ ነገር ደግሞ ኦሮሞ ከሆነ የኦልማ፣ አማራ ከሆነ የአልማ አባል ለመሆን ወረቀት ይዘህ ና ከሚል ጥያቄ ጋር የሚሰጠው መታወቂያ ከፍላጐቱ ውጪ መሆኑን በቅሬታ ተናግረዋል።,"[('ኢሕአዴግ', 'ORG'), ('ሁለት ዓመታት', 'TIME'), ('የኦልማ', 'ORG'), ('የአልማ', 'ORG')]"
የዓለም አቀፍ ድርጅቶችና ኤምባሲዎች በተወካዮቻቸው በኩል እነዚህን ጉዳዮች ለየአገሮቻቸው እያሳወቁ መሆናቸውንም አቶ ደረጀ አክለው ገልጠዋል። ገለልተኛ የምርጫ አካል በሌለበትና ምርጫው ራሱ ሽፍጥ በተሞላበት ሁኔታ በሚካሄድበት ሀገር ተቃዋሚዎችም ሆኑ የግል ተወዳዳሪዎች ማሸነፍ መቻላቸው እንደተአምር የሚቆጠር መሆኑን በመግለጥና ይህ በዓለም አቀፍ ኅብረተሰብ ዘንድ እንዲታወቅ እያሳሰቡ መሆናቸውንም አስረድተዋል።,"[('አቶ', 'TTL'), ('ደረጀ', 'PER')]"
ኢሕአዴግ በአሁኑ ወቅት ወደ አንድ ፓርቲነት እየተጠቃለለ በመሆኑ የሚቀጥለው ፓርላማ የኢሠፓን አካሄድ የሚከተል ስለመሆኑ ከአሁኑ ምልክቶች እየታዩ መሆናቸውንም አቶ ደረጀ ገልጠዋል። ይህ ዓይነቱ አካሄድ ህገ መንግሥቱን የሚጥስ ብቻ ሳይሆን የብሔር ብሔረሰቦች መብቶችንም የሚጋፋ መሆኑን ተናግረዋል።,"[('ኢሕአዴግ', 'ORG'), ('የኢሠፓን', 'ORG'), ('አቶ', 'TTL'), ('ደረጀ', 'PER')]"
በመላው ዓለም እጅግ የታወቁት ዓለም አቀፍ የፕሬስ ኢንስቲትዩትና የዓለም ጋዜጠኞች ፌዴሬሽን፣ የወያኔ መንግሥት የአገር ውስጥ የሚዲያ ባለሙያዎችን፤ የሲቪልና የዓለም አቀፍ ማኅበረሰብ አባላትን ለማሳተፍ ፈቃደኛ ባለመሆን ለፕሬስ ሕጉ እውቅና ለማሰጠት በሂደት ላይ መሆኑን በመተቸት መግለጫ አውጥተዋል። ረዘም ላለ ጊዜ በሕዝብ ዘንድ የከረረ ተቃውሞ ያስከተለው ይኸው ረቂቅ ህግ እስካሁን በምስጢር ተይዞ በቂና ተጨማሪ ውይይት ሳይደረግበት መንግሥት ረቂቁን ለውሳኔ ወደ ምክር መግፋቱ አግባብነት የሌለው መሆኑን አመልክቶ በረቂቁ ውስጥ የሰፈሩት የተዛቡና ወገናዊ አንቀጾች ሁሉ እንዲታረሙ በጐ ፈቃድ ማሳየት እንዳለበት ጥሪ አድርገዋል።,"[('ዓለም አቀፍ የፕሬስ ኢንስቲትዩትና', 'ORG'), ('የዓለም ጋዜጠኞች ፌዴሬሽን', 'ORG')]"
የማስታወቂያ ሚኒስትሩ አቶ በረከት ስምኦን የረቂቅ ሕጉ ለሚኒስትሮች ም/ ቤት የካቲት 26 ቀን 1996 ዓ. ም እንዲያቀርቡ መናገራቸውን የካቲት 19 ቀን 1996 ዓ. ም መረጃ የደረሳቸው መሆናቸውን ድርጅቶቹ አመልክተዋል። የሚመለከታቸው ወገኖች ሳይወያዩበትና ሳይስማሙበት የሚፀድቅ ህግ ተአሚኒነት ሊኖረው እንደማይችል መንግስት ፕሬሱ የሚኖረውን መሠረታዊና ወሳኝ ሚና መገንዘብ አለበት በማለት መግለጫቸውን ደምድመዋል።,"[('አቶ', 'TTL'), ('በረከት ስምኦን', 'PER'), ('የካቲት 26 ቀን 1996 ዓ. ም', 'TIME'), ('የካቲት 19 ቀን 1996 ዓ. ም', 'TIME')]"
ኢሳይያስ እያስፈራሩ ነው፤ የአሥመራና የአዲስ አበባ ቋንቋ አንድ ሆኖአል,"[('ኢሳይያስ', 'PER')]"
የሻዕቢያ መንግሥት ቁንጮ ኢሳይያስ አፈወርቂ በበኩላቸው በጠቅላይ ሚኒስትር መለስ ዜናዊ የሚመራው የኢትዮጵያ መንግሥት በሁለት ተቃራኒ ምሰሶዎች ላይ ተንጠላጥሎ እንደሚገኝ ጠቅሰው፣ መንግሥትም ሆነ ተቃዋሚየፖለቲካ ድርጅቶች በቅኝ ግዛት ውሎቹ መሠረት የገቡትን ግዴታ መፈጸም ካልቻሉ አሁን በእጃቸው ከሚገኙት ግዛቶች ብዙዎቹን ሊያጡ እንደሚችሉ መታወቅ አለበት ብለዋል።,"[('የሻዕቢያ መንግሥት', 'ORG'), ('ኢሳይያስ አፈወርቂ', 'PER'), ('በጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊ', 'PER')]"
የሻዕቢያው መሪ ለዚህ ማስፈራሪያቸው እንደ አብነት የተጠቀሙበት ኦጋዴንን ሲሆን የኢሕአዴግ መንግሥት ከቅኝ ግዛት ውሎቹ ላፈንግጥ ቢል ያንን ግዛት ለዘለዓለሙ ሊያጣው እንደሚችል ግልጽ ሊሆንለት ይገባል ሲሉ አስጠንቅቀዋል።,"[('የሻዕቢያው', 'ORG'), ('ኦጋዴንን', 'LOC'), ('የኢሕአዴግ መንግሥት', 'ORG')]"
"ይህ በእንዲህ እንዳለ የኢትዮ- ኤርትራ የድንበር ውዝግብ አፈታትን አስመልክቶ ከሰሞኑ በየሁለት ቀኑ የማስፈራሪያ መግለጫ በማውጣት ለኤርትራ ሽንጡን ገትሮ በመሟገት ላይ ያለው ማስታወቂያ ሚኒስቴር መጋቢት 30ቀን 1994"" በወደብ ሽፋን ሁከትና ብጥብጥን አናስተናግድም"" በሚል ርዕስ የፖለቲካ ተቃዋሚ ድርጅቶችና የነፃው ፕሬስ ጋዜጦች በወደብ ይገባናል ጉዳይ የሚያነሱት ጥያቄ በእሳት ከመጫወት ያልተናነሰ ትንኮሳ ስለሆነ ከድርጊታቸው ካልታቀቡ በትዕግስት የማይታለፍ መሆኑን በማስረገጥ የማስጠንቀቂያ መግለጫ አውጥቷል።","[('ማስታወቂያ ሚኒስቴር', 'ORG'), ('መጋቢት 30ቀን 1994', 'TIME')]"
አሁን በመጨረሻ የደረሰን ዜና እንደሚያመለክተው የኢትዮ- ኤርትራ የድንበር ኮሚሽን በመጭው ቅዳሜ ውሣኔውን ይፋ እንደሚያደርግ አስታውቋል። ውሳኔው የሚሰጠው ለሁለቱ ወገኖች በዝግ ሲሆን ለጋዜጠኞችና ለሕዝቡ በኮሚሽኑ ዌብሳይት (ሕትትፕ፡// ውውው. ፕቻ- ችፓ. ኦርግ) እንደሚለቀቅ የኮሚሽኑ መግለጫ አመልክቷል።,"[('ቅዳሜ', 'TIME')]"
"ቅዳሜ ጧት ውሣኔው በሚገለጥበት"" በሰላም አዳራሽ"" ፊት ፊት ከመላው አውሮፓ የሚሰበሰቡ በሺዎች የሚቆጠሩ ኢትዮጵያውያን ተሰብስበው ምሽቱን ተቃውሞ በማሰማት በዚያው ያሳልፋሉ።","[('ቅዳሜ ጧት', 'TIME')]"
በጋዜጠኞች አያያዝ የኢትዮጵያ መንግሥት የተበላሸ ሪከርዱን ያሻሽል- የሲፒጄ ተወካይ,"[('የሲፒጄ', 'ORG')]"
የኢትዮጵያ መንግሥት ባለፉት ዓመታት በነፃ ፕሬስ ጋዜጠኞች ላይ ያካሂድ የነበረውን ወከባና የጅምላ እስር አላልቶ ለማኅበሩም እውቅና በመስጠት ተገቢ ሚናውን እንዲጫወት የያዘው ጅምር አበረታች ቢሆንም በጋዜጠኞች አያይዝ በኩል የተመዘገበውን የአገሪቱን የተበላሸ ሪከርድ ለማሻሻል ይበልጥ መሥራት እንዳለበት የዓለም አቀፉ የጋዜጠኞች መብት ተንከባካቢ ድርጅት የአፍሪካ ፕሮግራም ኃላፊ አስታወቁ።,"[('የዓለም አቀፉ የጋዜጠኞች መብት ተንከባካቢ ድርጅት', 'ORG')]"
ሚስተር ኢቭ ሶሮኮቢ ይህን የገለጡት በኢትዮጵያ ነፃ ጋዜጠኞች ማኅበር (ኢነጋማ) ጋባዥነት የኢትዮጵያን የፕሬስ ይዞታ በቅርብ ተገኝተው ለመገምገም የሚያስችላቸውን የስምንት ቀናት የሥራ ጉብኝት ተልዕኮ ዓላማ አስመልክተው ትናንት ጧት መስከረም 23 ቀን 1994 በኢነጋማ ጽ/ ቤት በሰጡት ጋዜጣዊ መግለጫ ላይ ነው።,"[('ሚስተር', 'TTL'), ('ኢቭ ሶሮኮቢ', 'PER'), ('በኢትዮጵያ ነፃ ጋዜጠኞች ማኅበር (ኢነጋማ', 'ORG'), ('መስከረም 23 ቀን 1994', 'TIME'), ('በኢነጋማ', 'ORG')]"
ሚስተር ኢቭ በተለይ ከፍትህ ሚኒስትሩ ጋር በፕሬስ አዋጁና በአሁኑ ወቅት በእስር ላይ ስላለው የአትኩሮት ጋዜጣ ዋና አዘጋጅና አሳታሚ ታምራት ዙማ ጉዳይ ልዩ ትኩረት ሰጥተው ጋዜጠኛው ስለሚፈታበት ሁኔታና ሲፒጄ ሊያደርግ በሚችለው አስተዋፅዖ ላይ እንደሚነጋገሩ ገልጠዋል። በኢትዮጵያ በጋዜጠኞች ላይ ይካሄድ የነበረው ወከባና እስራት ካለፉት 10 ወራት ወዲህ ጋብ ማለቱ እንዳስደሰታቸው የገለጡት ሚስተር ኢቭ ይህ በራሱ አንድ የመሻሻል ምልክት ቢሆንም የህትመት ዋጋ ማሻቀቡ፣ ጋዜጠኞች ለዋስትና የሚጠየቁት የዋስትና ገንዘብና አዲስ ጋዜጣ ለመጀመር የሚፈልጉ አሳታሚዎች እንዲያሲዙ የሚጠየቀው ገንዘብ ካፒታል ከአቅም በላይ መሆኑ አፍራሽ አዝማሚያዎች መሆናቸውን አስምረውበታል።,"[('ሚስተር', 'TTL'), ('ኢቭ', 'PER'), ('ታምራት ዙማ', 'PER'), ('ሲፒጄ', 'ORG'), ('ሚስተር', 'TTL'), ('ኢቭ', 'PER')]"
